Rank,Score,Templates,TotalNodes,PackedNodes,PackRate,NumGroups,AvgUtilization
196,579.84,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,266,74.58
197,579.82,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,238,71.78
198,579.82,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,238,71.78
199,579.74,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,235,71.47
200,579.74,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,235,71.47
201,579.44,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,217,69.64
202,579.44,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,217,69.64
203,579.30,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,223,70.23
204,579.30,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,223,70.23
205,579.12,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,246,72.51
206,578.72,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,236,71.47
207,578.60,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,231,70.96
208,578.56,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,68.76
209,578.54,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,247,72.55
210,578.22,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,239,71.72
211,578.22,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,239,71.72
212,578.02,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,227,70.50
213,577.86,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,246,72.39
214,577.86,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,246,72.39
215,577.52,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,220,69.75
216,577.52,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,220,69.75
217,577.34,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,231,70.83
218,577.34,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,231,70.83
219,577.16,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,247,72.42
220,577.16,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,247,72.42
221,577.16,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,218,69.52
222,576.86,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,209,68.59
223,576.86,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,209,68.59
224,576.54,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,67.75
225,576.16,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,268,74.42
226,576.16,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,268,74.42
227,575.48,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,209,68.45
228,574.52,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,235,70.95
229,574.02,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,213,68.70
230,574.02,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,213,68.70
231,573.84,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,239,71.28
232,573.84,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,239,71.28
233,573.26,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,200,67.33
234,573.26,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,200,67.33
235,573.14,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,206,67.91
236,572.52,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,238,71.05
237,572.00,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,223,69.50
238,571.84,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,274,74.58
239,571.34,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,267,73.83
240,571.34,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,267,73.83
241,570.90,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,233,70.39
242,570.64,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,194,66.46
243,570.56,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,217,68.76
244,569.78,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,205,67.48
245,569.44,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,272,74.14
246,569.16,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,226,69.52
247,569.04,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,210,67.90
248,569.04,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,210,67.90
249,568.84,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,218,68.68
250,568.84,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,218,68.68
251,568.74,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,280,74.87
252,568.74,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,280,74.87
253,568.16,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,276,74.42
254,568.16,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,276,74.42
255,568.14,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,193,66.11
256,567.98,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,68.10
257,567.98,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,68.10
258,567.86,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,218,68.59
259,567.86,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,218,68.59
260,567.84,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,268,73.58
261,567.78,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,66.88
262,567.78,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,226,69.38
263,567.78,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,69.88
264,567.28,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,221,68.83
265,567.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,235,70.22
266,567.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,235,70.22
267,567.16,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,272,73.92
268,567.16,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,272,73.92
269,566.78,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,276,74.28
270,566.40,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,235,70.14
271,566.10,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHA",42",423,100.00,217,68.31
272,566.10,"PMU_PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,217,74.61
273,566.10,"PMU_PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,217,68.31
274,566.02,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,221,68.70
275,566.02,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,221,68.70
276,565.44,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,235,70.04
277,565.44,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,235,70.04
278,564.86,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,66.59
279,564.86,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,66.59
280,564.52,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,246,71.05
281,564.46,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,218,68.25
282,564.46,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,218,68.25
283,564.20,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,238,70.22
284,564.20,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,238,70.22
285,564.18,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,220,68.42
286,564.00,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,231,69.50
287,563.68,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,223,68.67
288,563.68,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,223,68.67
289,563.22,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,199,66.22
290,563.14,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,246,70.91
291,563.14,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,246,70.91
292,562.94,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,216,67.89
293,562.90,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,241,70.39
294,562.80,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,69.68
295,562.62,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,231,69.36
296,562.62,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,231,69.36
297,562.48,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,205,66.75
298,562.48,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,205,66.75
299,562.40,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,234,69.64
300,562.40,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,234,69.64
301,562.38,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,218,68.04
302,562.38,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,218,68.04
303,560.84,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,193,65.38
304,560.84,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,193,65.38
305,560.68,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,213,67.37
306,560.50,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,239,69.95
307,559.98,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,219,67.90
308,559.82,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,238,69.78
309,559.82,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,238,69.78
310,559.80,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,247,70.68
311,559.80,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,247,70.68
312,559.30,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,223,68.23
313,559.30,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,223,68.23
314,559.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,243,70.22
315,559.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,243,70.22
316,558.90,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,235,69.39
317,558.82,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,65.98
318,558.82,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,65.98
319,558.22,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,239,69.72
320,558.22,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,239,69.72
321,558.12,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,209,66.71
322,558.00,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,267,72.50
323,557.84,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,243,70.08
324,557.38,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,202,65.94
325,557.38,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,202,65.94
326,557.16,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,247,70.42
327,557.16,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,247,70.42
328,556.86,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,209,66.59
329,556.86,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,209,66.59
330,556.36,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,217,67.34
331,556.16,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,268,72.42
332,556.16,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,268,72.42
333,555.70,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,210,66.57
334,555.64,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,216,67.16
335,555.64,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,216,67.16
336,555.50,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,234,68.95
337,555.50,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,234,68.95
338,555.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,207,66.22
339,554.50,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,68.85
340,554.48,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,66.75
341,554.48,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,66.75
342,554.40,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,202,65.64
343,554.16,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,205,65.92
344,553.82,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,272,72.58
345,553.80,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,266,71.98
346,553.46,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,210,66.35
347,553.46,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,210,66.35
348,553.26,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,200,65.33
349,553.26,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,200,65.33
350,553.10,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,66.61
351,552.84,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,65.38
352,552.84,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,65.38
353,552.76,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,280,73.28
354,552.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,219,67.17
355,552.68,"PMU_2PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,221,67.37
356,552.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,219,67.17
357,552.52,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,193,64.55
358,552.52,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,66.15
359,552.36,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,66.54
360,552.36,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,66.54
361,551.82,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,217,66.88
362,551.52,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,201,65.25
363,551.46,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,65.25
364,551.30,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,221,67.23
365,551.30,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,221,67.23
366,551.12,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,218,66.91
367,550.42,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,226,67.64
368,550.42,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,226,67.64
369,550.12,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,268,71.81
370,550.12,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,268,71.81
371,549.42,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,276,72.54
372,549.06,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,234,68.31
373,548.84,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,218,66.68
374,548.84,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,218,66.68
375,548.76,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,192,64.08
376,548.76,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,192,64.08
377,548.74,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,280,72.87
378,548.74,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,280,72.87
379,548.36,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,225,67.34
380,548.16,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,276,72.42
381,548.16,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,276,72.42
382,547.98,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,213,66.10
383,547.98,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,213,66.10
384,547.86,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,218,66.59
385,547.86,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,218,66.59
386,547.78,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,226,67.38
387,547.78,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,226,67.38
388,547.64,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,224,67.16
389,547.64,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,224,67.16
390,547.50,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,242,68.95
